matchid,season,Date,Time,HomeTeam,AwayTeam,league,FTHG,FTAG,FTgoals,HTHG,HTAG,htgoals,HS,AS,HST,AST,totalshotontarget,HF,AF,HC,AC,total corner,HY,AY,HR,AR,round,home_team_rank,away_team_rank,homeform,awayform,home_team_rolling_avg_goals_conceded,away_team_rolling_avg_goals_conceded,home_team_rolling_avg_goals,away_team_rolling_avg_goals,home_rankclass,away_rankclass,homeform_class,awayform_class,hometeamplayingstyle,awayteamplayingstyle,hometeamrating,awayteamrating,homeratingclass,awayratingclass,versusplayingstyle,versusteamrating,versustableclass,versusformclass,fifatopteamlocation,Month,goalcycle,home_goal_class,away_conceded_class,home_goal_away_conceded_class,overtwo,,odds,stake,capital,return,actual return ,market movement
Match-61,2024/2025,4/10/2024,17:30,Napoli,Como,Serie A,3,1,4,1,1,2,9,11,6,2,8,7,10,4,1,5,1,1,0,0,7,1,10,2.166666667,1.333333333,0.67,1.83,1.83,1.5,topfour,midtable,top,mid,highpressing,Defensive,82,68,top,low,highpressingVDefensive,topVlow,topfourVmidtable,topVmid,Home,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,5336
Match-62,2024/2025,4/10/2024,19:45,Verona,Venezia,Serie A,2,1,3,1,1,2,13,11,4,2,6,10,7,13,6,19,3,0,0,0,7,14,19,1,0.666666667,1.83,1.67,1.67,0.67,midtable,bottom,low,low,highpressing,possessionplay,73,69,low,low,highpressingVpossessionplay,lowVlow,midtableVeurospot,midVmid,tough,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,5136
Match-63,2024/2025,5/10/2024,14:00,Udinese,Lecce,Serie A,1,0,1,0,0,0,13,9,4,3,7,12,16,5,0,5,2,2,0,0,7,8,18,1.666666667,0.833333333,1.67,1.83,1.5,0.5,eurospot,bottom,mid,low,Defensive,Defensive,75,70,mid,low,DefensiveVDefensive,midVlow,midtableVtopfour,midVmid,Home,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,5250
Match-64,2024/2025,5/10/2024,17:00,Atalanta,Genoa,Serie A,5,1,6,1,0,1,23,7,8,2,10,9,15,4,2,6,0,0,0,0,7,12,17,1.166666667,0.833333333,2,1.67,1.83,0.67,midtable,bottom,mid,low,highpressing,compactplay,81,73,top,low,highpressingVcompactplay,topVlow,eurospotVtopfour,midVmid,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,5050
Match-65,2024/2025,5/10/2024,19:45,Inter,Torino,Serie A,3,2,5,2,1,3,29,7,8,5,13,6,9,14,0,14,1,2,0,1,7,4,5,1.833333333,1.833333333,1.17,1.33,2.17,1.67,topfour,eurospot,mid,mid,compactplay,compactplay,84,75,top,mid,compactplayVcompactplay,topVmid,topfourVmidtable,topVmid,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,4850
Match-66,2024/2025,6/10/2024,11:30,Juventus,Cagliari,Serie A,1,1,2,1,0,1,21,9,9,2,11,13,10,8,3,11,5,2,1,0,7,2,16,2,0.833333333,0,1.67,1.5,0.67,topfour,bottom,mid,low,directplay,compactplay,83,73,top,low,directplayVcompactplay,topVlow,topfourVeurospot,midVmid,Home,,,Mid,Mid,MidVMid,1,win,1.57,200,10000,314,114,4964
Match-67,2024/2025,6/10/2024,14:00,Bologna,Parma,Serie A,0,0,0,0,0,0,19,13,3,2,5,15,16,13,6,19,1,0,0,1,7,13,15,1.166666667,0.833333333,1.5,2,1.17,1.67,midtable,bottom,mid,low,directplay,Defensive,75,72,mid,low,directplayVDefensive,midVlow,midtableVmidtable,midVmid,Home,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,5078
Match-68,2024/2025,6/10/2024,14:00,Lazio,Empoli,Serie A,2,1,3,1,1,2,16,7,6,2,8,10,17,5,3,8,2,4,0,0,7,7,6,1.666666667,1.666666667,1.67,0.33,2,0.83,eurospot,eurospot,mid,mid,directplay,possessionplay,80,72,top,low,directplayVpossessionplay,topVlow,eurospotVmidtable,midVmid,Home,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,4878
Match-69,2024/2025,6/10/2024,17:00,Monza,Roma,Serie A,1,1,2,0,0,0,3,15,3,4,7,16,13,1,3,4,3,1,0,0,7,20,9,0.5,1.5,1.33,0.67,0.67,1.17,bottom,midtable,low,mid,directplay,possessionplay,71,81,low,top,directplayVpossessionplay,lowVtop,topfourVeurospot,midVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,4992
Match-70,2024/2025,6/10/2024,19:45,Fiorentina,Milan,Serie A,2,1,3,1,0,1,12,16,3,8,11,11,21,0,7,7,2,3,0,1,7,11,3,1.166666667,1.833333333,1.17,1.17,1.17,2.33,midtable,topfour,mid,mid,possessionplay,highpressing,77,83,mid,top,possessionplayVhighpressing,midVtop,eurospotVtopfour,midVtop,Away,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,4792
Match-71,2024/2025,19/10/2024,14:00,Como,Parma,Serie A,1,1,2,1,1,2,11,9,3,3,6,14,10,7,4,11,1,2,0,0,8,14,15,1.142857143,0.857142857,1.83,1.83,1.67,1.5,midtable,bottom,mid,low,Defensive,Defensive,68,72,low,low,DefensiveVDefensive,lowVlow,midtableVmidtable,midVmid,tough,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,4906
Match-72,2024/2025,19/10/2024,14:00,Genoa,Bologna,Serie A,2,2,4,0,1,1,10,12,4,7,11,20,12,1,7,8,2,0,0,0,8,18,13,0.714285714,1.142857143,2.17,1.33,0.5,1,bottom,midtable,low,mid,compactplay,directplay,73,75,low,mid,compactplayVdirectplay,lowVmid,topfourVmidtable,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,4706
Match-73,2024/2025,19/10/2024,17:00,Milan,Udinese,Serie A,1,0,1,1,0,1,10,13,5,1,6,3,14,8,4,12,2,3,1,0,8,6,5,1.571428571,1.857142857,1.17,1.5,2.17,1.5,eurospot,eurospot,mid,mid,highpressing,Defensive,83,75,top,mid,highpressingVDefensive,topVmid,topfourVmidtable,topVmid,Home,,,Low,Mid,LowVMid,1,win,1.57,200,10000,314,114,4820
Match-74,2024/2025,19/10/2024,19:45,Juventus,Lazio,Serie A,1,0,1,0,0,0,16,2,3,1,4,16,9,7,1,8,4,2,0,1,8,3,4,1.857142857,1.857142857,0.17,1.67,1.17,1.83,topfour,topfour,mid,mid,directplay,directplay,83,80,top,top,directplayVdirectplay,topVtop,topfourVeurospot,midVmid,tough,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,4934
Match-75,2024/2025,20/10/2024,11:30,Empoli,Napoli,Serie A,0,1,1,0,0,0,11,9,4,1,5,14,13,7,7,14,2,2,0,0,8,10,1,1.428571429,2.285714286,0.67,0.33,1,2.33,midtable,topfour,mid,top,possessionplay,highpressing,72,82,low,top,possessionplayVhighpressing,lowVtop,midtableVtopfour,midVtop,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,5048
Match-76,2024/2025,20/10/2024,14:00,Lecce,Fiorentina,Serie A,0,6,6,0,3,3,5,19,2,11,13,8,14,1,3,4,0,5,1,0,8,17,11,0.714285714,1.428571429,1.33,1.17,0.5,1.33,bottom,midtable,low,mid,Defensive,possessionplay,70,77,low,mid,DefensiveVpossessionplay,lowVmid,topfourVeurospot,midVmid,Away,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,4848
Match-77,2024/2025,20/10/2024,14:00,Venezia,Atalanta,Serie A,0,2,2,0,1,1,12,16,4,7,11,12,6,2,5,7,1,1,0,0,8,20,8,0.571428571,1.428571429,1.5,2.17,0.67,2,bottom,eurospot,low,mid,possessionplay,highpressing,69,81,low,top,possessionplayVhighpressing,lowVtop,eurospotVeurospot,midVmid,Away,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,4962
Match-78,2024/2025,20/10/2024,17:00,Cagliari,Torino,Serie A,3,2,5,1,1,2,18,17,5,5,10,9,8,9,12,21,1,3,0,0,8,16,7,0.857142857,1.571428571,1.83,1.5,0.83,1.67,bottom,eurospot,low,mid,compactplay,compactplay,73,75,low,mid,compactplayVcompactplay,lowVmid,eurospotVmidtable,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,4762
Match-79,2024/2025,20/10/2024,19:45,Roma,Inter,Serie A,0,1,1,0,0,0,14,11,3,6,9,12,13,3,3,6,2,3,0,0,8,9,2,1.428571429,2,0.83,1.17,1.33,2.33,midtable,topfour,mid,mid,possessionplay,compactplay,81,84,top,top,possessionplayVcompactplay,topVtop,eurospotVtopfour,midVtop,tough,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,4876
Match-80,2024/2025,21/10/2024,19:45,Verona,Monza,Serie A,0,3,3,0,1,1,16,10,4,4,8,8,13,9,6,15,3,2,0,0,8,12,19,1.285714286,0.571428571,2,1.5,1.5,0.83,midtable,bottom,mid,low,highpressing,directplay,73,71,low,low,highpressingVdirectplay,lowVlow,midtableVtopfour,midVmid,tough,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,4676
Match-81,2024/2025,25/10/2024,17:30,Udinese,Cagliari,Serie A,2,0,2,1,0,1,13,3,4,0,4,13,9,2,4,6,2,3,0,1,9,8,15,1.625,1.125,1.5,2,1.17,1.17,eurospot,bottom,mid,mid,Defensive,compactplay,75,73,mid,low,DefensiveVcompactplay,midVlow,midtableVeurospot,midVmid,Home,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,4790
Match-82,2024/2025,25/10/2024,19:45,Torino,Como,Serie A,1,0,1,0,0,0,8,20,2,6,8,13,12,1,3,4,3,3,0,0,9,9,14,1.375,1.125,1.83,1.83,1.67,1.67,midtable,midtable,mid,mid,compactplay,Defensive,75,68,mid,low,compactplayVDefensive,midVlow,midtableVmidtable,midVmid,Home,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,4904
Match-83,2024/2025,26/10/2024,14:00,Napoli,Lecce,Serie A,1,0,1,0,0,0,24,11,8,2,10,13,7,16,5,21,3,2,0,0,9,1,19,2.375,0.625,0.33,2,2,0.5,topfour,bottom,top,low,highpressing,Defensive,82,70,top,low,highpressingVDefensive,topVlow,topfourVtopfour,topVmid,Home,,,Low,Low,LowVLow,1,win,1.57,200,10000,314,114,5018
Match-84,2024/2025,26/10/2024,19:45,Atalanta,Verona,Serie A,6,1,7,5,1,6,19,4,10,2,12,3,15,4,2,6,0,1,0,0,9,6,13,1.625,1.125,1.83,2,2.17,1.5,eurospot,midtable,mid,mid,highpressing,highpressing,81,73,top,low,highpressingVhighpressing,topVlow,eurospotVmidtable,midVmid,Home,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,4818
Match-85,2024/2025,27/10/2024,11:30,Parma,Empoli,Serie A,1,1,2,0,1,1,17,6,4,2,6,12,17,9,3,12,4,5,0,0,9,17,11,0.875,1.25,1.83,0.67,1.33,0.67,bottom,midtable,low,mid,Defensive,possessionplay,72,72,low,low,DefensiveVpossessionplay,lowVlow,midtableVmidtable,midVmid,tough,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,4932
Match-86,2024/2025,27/10/2024,14:00,Lazio,Genoa,Serie A,3,0,3,1,0,1,18,6,4,2,6,12,6,7,4,11,3,1,0,0,9,7,18,1.625,0.75,1.5,2.5,1.67,0.67,eurospot,bottom,mid,low,directplay,compactplay,80,73,top,low,directplayVcompactplay,topVlow,eurospotVtopfour,midVmid,Home,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,4732
Match-87,2024/2025,27/10/2024,14:00,Monza,Venezia,Serie A,2,2,4,2,2,4,13,6,2,2,4,17,16,4,3,7,4,2,1,0,9,16,20,0.875,0.5,1.33,1.83,1.33,0.67,bottom,bottom,low,low,directplay,possessionplay,71,69,low,low,directplayVpossessionplay,lowVlow,topfourVeurospot,midVmid,tough,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,4532
Match-88,2024/2025,27/10/2024,17:00,Inter,Juventus,Serie A,4,4,8,3,2,5,18,10,9,5,14,11,16,13,5,18,2,1,0,0,9,2,3,2.125,2,1.17,0.17,2.17,0.83,topfour,topfour,top,mid,compactplay,directplay,84,83,top,top,compactplayVdirectplay,topVtop,topfourVtopfour,topVmid,tough,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,4332
Match-89,2024/2025,27/10/2024,19:45,Fiorentina,Roma,Serie A,5,1,6,3,1,4,21,14,10,5,15,13,11,6,2,8,2,5,0,1,9,5,10,1.625,1.25,1.17,0.67,2.33,1.17,eurospot,midtable,mid,mid,possessionplay,possessionplay,77,81,mid,top,possessionplayVpossessionplay,midVtop,eurospotVeurospot,midVmid,Away,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,4132
Match-90,2024/2025,29/10/2024,17:30,Cagliari,Bologna,Serie A,0,2,2,0,1,1,14,11,2,4,6,17,18,7,2,9,2,2,0,0,9,15,12,1,1.125,2.17,1.17,1.17,1.33,bottom,midtable,low,mid,compactplay,directplay,73,75,low,mid,compactplayVdirectplay,lowVmid,eurospotVmidtable,midVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,4246
Match-91,2024/2025,29/10/2024,17:30,Lecce,Verona,Serie A,1,0,1,0,0,0,14,7,6,1,7,14,21,3,4,7,1,3,0,2,10,20,14,0.555555556,1,2.17,3,0.33,1.33,bottom,midtable,low,low,Defensive,highpressing,70,73,low,low,DefensiveVhighpressing,lowVlow,topfourVmidtable,midVmid,tough,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,4360
Match-92,2024/2025,29/10/2024,19:45,Milan,Napoli,Serie A,0,2,2,0,2,2,13,9,5,4,9,14,6,5,1,6,0,1,0,0,10,8,1,1.75,2.444444444,0.83,0.17,2.17,1.83,eurospot,topfour,mid,top,highpressing,highpressing,83,82,top,top,highpressingVhighpressing,topVtop,topfourVtopfour,topVtop,tough,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,4474
Match-93,2024/2025,30/10/2024,17:30,Empoli,Inter,Serie A,0,3,3,0,0,0,6,15,1,5,6,12,13,1,4,5,1,1,1,0,10,11,2,1.222222222,2,0.67,1.83,0.67,2.17,midtable,topfour,mid,mid,possessionplay,compactplay,72,84,low,top,possessionplayVcompactplay,lowVtop,midtableVtopfour,midVtop,Away,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,4274
Match-94,2024/2025,30/10/2024,17:30,Venezia,Udinese,Serie A,3,2,5,1,2,3,18,15,7,5,12,9,13,2,6,8,3,4,0,1,10,19,7,0.555555556,1.777777778,2,1.5,1,1.33,bottom,eurospot,low,mid,possessionplay,Defensive,69,75,low,mid,possessionplayVDefensive,lowVmid,eurospotVmidtable,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,4074
Match-95,2024/2025,30/10/2024,19:45,Atalanta,Monza,Serie A,2,0,2,0,0,0,16,4,6,3,9,14,11,5,1,6,2,3,0,0,10,5,16,1.777777778,0.888888889,1.33,1.33,3.17,1.33,eurospot,bottom,mid,low,highpressing,directplay,81,71,top,low,highpressingVdirectplay,topVlow,eurospotVtopfour,midVmid,Home,,,Low,Mid,LowVMid,1,win,1.57,200,10000,314,114,4188
Match-96,2024/2025,30/10/2024,19:45,Juventus,Parma,Serie A,2,2,4,1,2,3,24,13,6,5,11,7,5,10,6,16,2,0,0,0,10,3,17,1.888888889,0.888888889,0.83,1.67,1.5,1.33,topfour,bottom,mid,low,directplay,Defensive,83,72,top,low,directplayVDefensive,topVlow,topfourVmidtable,midVmid,Home,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,3988
Match-97,2024/2025,31/10/2024,17:30,Genoa,Fiorentina,Serie A,0,1,1,0,0,0,14,12,4,4,8,13,10,4,4,8,4,2,0,0,10,18,4,0.666666667,1.777777778,2.67,1,0.67,2.83,bottom,topfour,low,mid,compactplay,possessionplay,73,77,low,mid,compactplayVpossessionplay,lowVmid,topfourVeurospot,midVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,4102
Match-98,2024/2025,31/10/2024,19:45,Como,Lazio,Serie A,1,5,6,0,2,2,14,14,2,7,9,14,18,3,5,8,2,5,1,1,10,13,6,1,1.777777778,1.83,1.17,1.67,1.83,midtable,eurospot,low,mid,Defensive,directplay,68,80,low,top,DefensiveVdirectplay,lowVtop,midtableVeurospot,midVmid,Away,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,3902
Match-99,2024/2025,31/10/2024,19:45,Roma,Torino,Serie A,1,0,1,1,0,1,10,4,3,2,5,11,15,3,5,8,2,2,0,0,10,12,9,1.111111111,1.555555556,1.5,1.83,1.33,1.67,midtable,midtable,mid,mid,possessionplay,compactplay,81,75,top,mid,possessionplayVcompactplay,topVmid,eurospotVmidtable,midVmid,Home,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,4016
Match-100,2024/2025,2/11/2024,14:00,Bologna,Lecce,Serie A,1,0,1,0,0,0,20,6,4,0,4,9,14,9,1,10,2,2,0,0,10,10,20,1.333333333,0.8,1,2.17,1.5,0.5,midtable,bottom,mid,low,directplay,Defensive,75,70,mid,low,directplayVDefensive,midVlow,midtableVtopfour,midVmid,Home,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,4130
Match-101,2024/2025,2/11/2024,17:00,Udinese,Juventus,Serie A,0,2,2,0,2,2,11,11,2,5,7,12,14,10,3,13,2,2,0,0,11,7,6,1.6,1.8,1.67,1.17,1.17,1.83,eurospot,eurospot,mid,mid,Defensive,directplay,75,83,mid,top,DefensiveVdirectplay,midVtop,midtableVtopfour,midVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,4244
Match-102,2024/2025,2/11/2024,19:45,Monza,Milan,Serie A,0,1,1,0,1,1,12,18,2,7,9,18,15,3,5,8,2,1,0,0,11,17,9,0.8,1.555555556,1.5,0.83,1.17,1.83,bottom,midtable,low,mid,directplay,highpressing,71,83,low,top,directplayVhighpressing,lowVtop,topfourVtopfour,midVtop,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,4358
Match-103,2024/2025,3/11/2024,11:30,Napoli,Atalanta,Serie A,0,3,3,0,2,2,13,12,3,3,6,10,8,4,3,7,1,3,0,0,11,1,3,2.5,1.9,0.17,1,1.5,3,topfour,topfour,top,mid,highpressing,highpressing,82,81,top,top,highpressingVhighpressing,topVtop,topfourVeurospot,topVmid,tough,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,4158
Match-104,2024/2025,3/11/2024,14:00,Torino,Fiorentina,Serie A,0,1,1,0,1,1,9,8,1,3,4,16,12,1,3,4,2,1,0,0,11,10,4,1.4,1.9,2,0.5,1.67,2.67,midtable,topfour,mid,mid,compactplay,possessionplay,75,77,mid,mid,compactplayVpossessionplay,midVmid,midtableVeurospot,midVmid,tough,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,4272
Match-105,2024/2025,3/11/2024,17:00,Verona,Roma,Serie A,3,2,5,2,1,3,7,14,3,3,6,16,11,2,2,4,2,2,1,0,11,14,11,0.9,1.3,2.83,1.33,1.17,1.33,midtable,midtable,low,mid,highpressing,possessionplay,73,81,low,top,highpressingVpossessionplay,lowVtop,midtableVeurospot,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,4072
Match-106,2024/2025,3/11/2024,19:45,Inter,Venezia,Serie A,1,0,1,0,0,0,20,7,8,2,10,14,15,9,3,12,2,1,0,0,11,2,18,2.1,0.8,1.67,1.67,2.5,1.5,topfour,bottom,top,low,compactplay,possessionplay,84,69,top,low,compactplayVpossessionplay,topVlow,topfourVeurospot,topVmid,Home,,,Low,Mid,LowVMid,1,win,1.57,200,10000,314,114,4186
Match-107,2024/2025,4/11/2024,17:30,Empoli,Como,Serie A,1,0,1,0,0,0,9,12,4,2,6,17,9,3,6,9,1,0,0,0,11,12,15,1.1,0.9,1.17,2.33,0.67,1.5,midtable,bottom,mid,low,possessionplay,Defensive,72,68,low,low,possessionplayVDefensive,lowVlow,midtableVmidtable,midVmid,tough,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,4300
Match-108,2024/2025,4/11/2024,17:30,Parma,Genoa,Serie A,0,1,1,0,0,0,13,15,0,7,7,5,18,3,7,10,2,5,0,0,11,13,20,0.9,0.6,1.5,2.67,1.33,0.5,midtable,bottom,low,low,Defensive,compactplay,72,73,low,low,DefensiveVcompactplay,lowVlow,midtableVtopfour,midVmid,tough,,,Mid,Low,MidVLow,1,win,1.57,200,10000,314,114,4414
Match-109,2024/2025,4/11/2024,19:45,Lazio,Cagliari,Serie A,2,1,3,1,1,2,20,6,5,1,6,12,17,2,3,5,3,8,0,2,11,5,16,1.9,0.9,1.17,1.83,2.33,1.17,eurospot,bottom,mid,low,directplay,compactplay,80,73,top,low,directplayVcompactplay,topVlow,eurospotVeurospot,midVmid,Home,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,4214
Match-110,2024/2025,7/11/2024,19:45,Genoa,Como,Serie A,1,1,2,0,1,1,8,18,4,8,12,17,15,8,5,13,4,3,0,0,11,20,15,0.818181818,0.818181818,2.33,2.17,0.67,1,bottom,bottom,low,low,compactplay,Defensive,73,68,low,low,compactplayVDefensive,lowVlow,topfourVmidtable,midVmid,tough,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,4328
Match-111,2024/2025,8/11/2024,19:45,Lecce,Empoli,Serie A,1,1,2,0,1,1,18,11,3,6,9,7,24,4,3,7,0,3,0,0,12,20,11,0.727272727,1.272727273,2,1.17,0.17,0.5,bottom,midtable,low,mid,Defensive,possessionplay,70,72,low,low,DefensiveVpossessionplay,lowVlow,topfourVmidtable,midVmid,tough,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,4442
Match-112,2024/2025,9/11/2024,14:00,Venezia,Parma,Serie A,1,2,3,1,1,2,12,10,6,3,9,9,10,6,6,12,1,2,0,0,12,19,16,0.727272727,0.818181818,1.83,1.33,1.17,1,bottom,bottom,low,low,possessionplay,Defensive,69,72,low,low,possessionplayVDefensive,lowVlow,eurospotVmidtable,midVmid,tough,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,4242
Match-113,2024/2025,9/11/2024,17:00,Cagliari,Milan,Serie A,3,3,6,1,2,3,16,13,7,6,13,7,11,6,3,9,0,2,0,0,12,17,7,0.818181818,1.7,1.83,0.83,1.33,1.33,bottom,eurospot,low,mid,compactplay,highpressing,73,83,low,top,compactplayVhighpressing,lowVtop,eurospotVtopfour,midVtop,Away,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,4042
Match-114,2024/2025,9/11/2024,19:45,Juventus,Torino,Serie A,2,0,2,1,0,1,13,6,4,1,5,7,14,5,5,10,1,3,0,0,12,6,10,1.909090909,1.272727273,1.17,1.83,2.17,1.17,eurospot,midtable,mid,mid,directplay,compactplay,83,75,top,mid,directplayVcompactplay,topVmid,topfourVmidtable,midVmid,Home,,,Low,Low,LowVLow,1,win,1.57,200,10000,314,114,4156
Match-115,2024/2025,10/11/2024,11:30,Atalanta,Udinese,Serie A,2,1,3,0,1,1,11,11,4,6,10,10,12,4,5,9,1,1,0,0,12,3,8,2,1.454545455,0.5,1.5,3.17,1.17,topfour,eurospot,mid,mid,highpressing,Defensive,81,75,top,mid,highpressingVDefensive,topVmid,eurospotVmidtable,midVmid,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,3956
Match-116,2024/2025,10/11/2024,14:00,Fiorentina,Verona,Serie A,3,1,4,1,1,2,11,8,6,2,8,1,19,8,3,11,1,2,0,0,12,4,13,2,1.090909091,0.33,2.67,2.5,1.33,topfour,midtable,mid,mid,possessionplay,highpressing,77,73,mid,low,possessionplayVhighpressing,midVlow,eurospotVmidtable,midVmid,Home,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,3756
Match-117,2024/2025,10/11/2024,14:00,Roma,Bologna,Serie A,2,3,5,0,1,1,15,15,5,4,9,16,21,4,3,7,2,3,0,0,12,12,9,1.181818182,1.5,1.83,0.67,1.17,1.33,midtable,midtable,mid,mid,possessionplay,directplay,81,75,top,mid,possessionplayVdirectplay,topVmid,eurospotVmidtable,midVmid,Home,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,3556
Match-118,2024/2025,10/11/2024,17:00,Monza,Lazio,Serie A,0,1,1,0,1,1,12,14,2,6,8,13,10,6,6,12,5,1,0,0,12,18,5,0.727272727,2,1.33,1,1,2.5,bottom,eurospot,low,mid,directplay,directplay,71,80,low,top,directplayVdirectplay,lowVtop,topfourVeurospot,midVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,3670
Match-119,2024/2025,10/11/2024,19:45,Inter,Napoli,Serie A,1,1,2,1,1,2,13,5,4,2,6,15,12,4,2,6,2,0,0,0,12,2,1,2.181818182,2.272727273,1.33,0.67,2.5,1.5,topfour,topfour,top,top,compactplay,highpressing,84,82,top,top,compactplayVhighpressing,topVtop,topfourVtopfour,topVtop,tough,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,3784
Match-120,2024/2025,23/11/2024,14:00,Verona,Inter,Serie A,0,5,5,0,5,5,9,12,2,7,9,14,5,4,2,6,2,1,0,0,12,13,2,1,2.083333333,2.67,1.17,1.17,2.17,midtable,topfour,low,top,highpressing,compactplay,73,84,low,top,highpressingVcompactplay,lowVtop,midtableVtopfour,midVtop,Away,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,3584
Match-121,2024/2025,23/11/2024,17:00,Milan,Juventus,Serie A,0,0,0,0,0,0,6,7,1,2,3,9,12,2,4,6,3,2,0,0,13,7,6,1.636363636,2,1.17,1.17,1.5,2,eurospot,eurospot,mid,mid,highpressing,directplay,83,83,top,top,highpressingVdirectplay,topVtop,topfourVtopfour,topVmid,tough,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,3698
Match-122,2024/2025,23/11/2024,19:45,Parma,Atalanta,Serie A,1,3,4,0,2,2,9,15,3,6,9,6,8,2,5,7,0,2,0,0,13,13,3,1,2.083333333,1,0.5,1,3.33,midtable,topfour,low,top,Defensive,highpressing,72,81,low,top,DefensiveVhighpressing,lowVtop,midtableVeurospot,midVmid,Away,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,3498
Match-123,2024/2025,24/11/2024,11:30,Genoa,Cagliari,Serie A,2,2,4,1,1,2,20,17,6,6,12,11,7,6,8,14,2,2,0,0,13,17,16,0.833333333,0.833333333,2,2,0.83,1.33,bottom,bottom,low,low,compactplay,compactplay,73,73,low,low,compactplayVcompactplay,lowVlow,topfourVeurospot,midVmid,tough,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,3298
Match-124,2024/2025,24/11/2024,14:00,Como,Fiorentina,Serie A,0,2,2,0,1,1,10,8,4,4,8,11,15,3,4,7,2,1,1,0,13,15,4,0.833333333,2.083333333,2,0.5,0.67,3,bottom,topfour,low,top,Defensive,possessionplay,68,77,low,mid,DefensiveVpossessionplay,lowVmid,midtableVeurospot,midVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,3412
Match-125,2024/2025,24/11/2024,14:00,Torino,Monza,Serie A,1,1,2,0,0,0,12,9,5,6,11,17,13,7,3,10,1,2,0,0,13,11,19,1.166666667,0.666666667,1.67,1.17,0.83,1,midtable,bottom,mid,low,compactplay,directplay,75,71,mid,low,compactplayVdirectplay,midVlow,midtableVtopfour,midVmid,Home,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,3526
